31/12/19,Ultimo,Abertura,Maxima,Minima
30/12/19,943.5,939.25,943.5,933.88
29/12/19,939.25,928.88,940.88,927.62
27/12/19,929.38,929.5,929.5,929.38
26/12/19,929.88,937.5,941.38,928.88
25/12/19,937.5,937.88,939.88,936.88
24/12/19,937,937,937,937
23/12/19,937,933,937.62,929.12
20/12/19,933,929,937.12,927.62
19/12/19,928.12,925,929.88,924.12
18/12/19,925,927.25,929.12,921.38
17/12/19,927.25,927.75,929.88,923.38
16/12/19,927.75,920.75,930.88,920.38
13/12/19,920.75,912.88,922.62,912.88
12/12/19,907.12,897.75,916.88,897.75
11/12/19,897.75,892.25,901.62,888.38
10/12/19,892.38,900.25,901.5,891.88
09/12/19,900.25,897.25,902.12,896.38
08/12/19,897.25,891.62,903.38,889.88
06/12/19,885.62,886.12,886.12,885.62
05/12/19,889.12,885,894.12,884.62
04/12/19,885,878.25,888.62,877.62
03/12/19,878.25,872.75,879.88,871.38
02/12/19,872.75,872.5,875.62,868.38
01/12/19,872.5,877.88,882.88,867.62
29/11/19,876.62,876.62,876.62,876.62
27/11/19,876.62,884.62,884.62,876.12
26/11/19,882,884.5,887.38,881.38
25/11/19,884.5,892.25,894.88,882.88
24/11/19,892.25,898.12,902.62,892.12
22/11/19,895.62,895.75,895.75,895.62
21/11/19,895.88,900.62,903.38,895.62
20/11/19,900.25,904.5,909.12,900.25
19/11/19,904.5,911.5,915.88,904.38
18/11/19,911.5,910.25,917.12,910.12
15/11/19,910.25,919.12,921.62,910.12
14/11/19,918.12,917,923.38,915.25
13/11/19,917,915.25,917.38,910.88
12/11/19,915.25,916.75,921.38,913.62
11/11/19,916.75,917.12,919.88,915.12
08/11/19,917.25,927.88,928.88,916.12
07/11/19,930.25,936.25,938.62,926.62
06/11/19,936.25,927.5,938.38,926.62
05/11/19,927.5,934.25,935.75,927.12
04/11/19,934.25,938,940.88,932.12
01/11/19,938,935.12,942.12,932.62
31/10/19,936.5,931,938.62,930.38
30/10/19,931.75,930.62,935.38,925.12
29/10/19,931,933.12,936.88,930.38
28/10/19,932.5,935.62,940.12,931.12
25/10/19,936.5,935.5,940.12,934.38
24/10/19,922.38,933.62,937.38,919.62
23/10/19,934,933.75,938.88,932.88
22/10/19,934.75,933.88,938.62,927.88
21/10/19,934,932.88,945.12,931.12
20/10/19,933.5,931.62,939.88,930.38
18/10/19,933,933,933,933
17/10/19,933.88,930.88,938.62,930.75
16/10/19,931,927.88,940.62,927.38
15/10/19,928.5,932.75,938.38,927.62
14/10/19,933.25,938,944.12,933.25
11/10/19,939.75,941.62,945.38,930.62
10/10/19,934.38,924.12,939.12,923.62
09/10/19,922.5,919.38,933.62,918.88
08/10/19,922.25,918.88,931.38,918.5
07/10/19,919.25,915.62,923.62,910.5
04/10/19,915.75,917.12,919.62,911.62
03/10/19,915.75,911.38,921.12,909.62
02/10/19,911.75,912.75,918.62,908.12
01/10/19,913,916.88,918.62,911.88
30/09/19,918.25,904.12,919.88,903.38
27/09/19,904.25,884.62,906.62,883.88
26/09/19,883,887.88,889.12,881.62
25/09/19,887.75,888.12,895.38,886.88
24/09/19,888.5,893.88,897.5,885.38
23/09/19,893.25,892.38,898.88,890.62
20/09/19,891.25,882.88,899.12,882.88
19/09/19,882.38,893,893.38,880.88
18/09/19,893.5,889.38,894.88,886.38
17/09/19,889,895.75,896.88,886.88
16/09/19,894.75,899.75,900,888.62
13/09/19,899.25,904.12,904.12,894.38
12/09/19,898.25,894.62,903.38,893.12
11/09/19,894.75,871.88,895.62,869.25
10/09/19,867.5,872.88,873.12,864.12
09/09/19,872.25,859.62,874.62,857.38
08/09/19,857.75,858.12,861.12,851.12
06/09/19,857.5,857.5,857.5,857.5
05/09/19,857.5,863,866.38,856.12
04/09/19,861.75,875.12,878.62,858.38
03/09/19,874.5,867.25,879.38,864.38
30/08/19,867,866.38,869.12,859.38
29/08/19,868.25,868.38,877.62,867.12
28/08/19,868.25,865.62,872.88,865.12
27/08/19,865.25,859.38,867.62,852.62
26/08/19,859,865.62,865.88,856.12
23/08/19,865.5,855.88,870.38,855.88
22/08/19,855.12,868.38,872,855.12
21/08/19,868.25,873.62,881.88,867.88
20/08/19,872.5,869.12,876.62,867.12
19/08/19,868.5,869.38,874.62,865.88
18/08/19,866.5,874.75,877.62,864.62
16/08/19,878.88,878.88,878.88,878.88
15/08/19,878.88,871.12,880.38,870.88
14/08/19,870.75,878.88,884.88,870.38
13/08/19,878.5,890,893.5,877.38
12/08/19,890.25,878.12,896.62,875.75
09/08/19,879,891.62,891.88,876.12
08/08/19,893.38,883.12,894.38,881.62
07/08/19,884,867.5,884.62,865.12
06/08/19,867.25,865.88,869.12,862.12
05/08/19,866,866.62,872.62,864.62
04/08/19,867.75,870.62,872.88,854.62
02/08/19,870.12,870.12,870.12,870.12
01/08/19,870.12,867.62,872.12,862.88
31/07/19,866.25,880.75,881.88,860.12
30/07/19,880.25,895.75,899.88,880.12
29/07/19,894.75,903.25,905.38,889.62
26/07/19,904,899.5,908.75,899.38
25/07/19,899.12,901.12,906.62,898.5
24/07/19,899.5,908.62,913.12,898.12
23/07/19,906.75,903.38,912.62,901.62
22/07/19,903.25,907.88,910.38,898.62
19/07/19,905.5,919.88,921.88,905.12
18/07/19,919.12,900.12,923.88,897.38
17/07/19,900.5,898.25,903.38,893.12
16/07/19,900,905.88,912.38,899.62
15/07/19,905.5,916.88,917.25,902.62
12/07/19,920.25,934.38,936.38,918.62
11/07/19,931.75,917.38,932.25,913.25
10/07/19,916.5,912,917.62,908.25
09/07/19,911.75,904.38,913.38,899.38
08/07/19,904.25,898.62,904.62,890.38
05/07/19,896.25,899.25,902.38,891.88
03/07/19,875.62,888.25,889.25,874.62
02/07/19,889.12,880.38,890.12,877
01/07/19,880,890.88,894.5,879.38
30/06/19,888.75,915.12,915.12,888.25
28/06/19,881.88,881.5,881.88,881.5
27/06/19,904.62,893.12,911.62,893.12
26/06/19,893.75,899.25,903.75,889.5
25/06/19,899.5,907.38,907.38,899.12
24/06/19,908.25,921,923,905.75
21/06/19,914,906.62,917.12,905.5
20/06/19,903.38,914.88,917.12,902.62
19/06/19,914.25,900.38,917.38,896.62
18/06/19,902.5,912.25,913.38,901.62
17/06/19,912,918.88,921.38,902.75
14/06/19,910.25,901.62,913.88,901.62
13/06/19,896.75,887.38,898.12,885.12
12/06/19,887.25,878,888.88,878
11/06/19,878.5,857.75,883.12,853.12
10/06/19,857.75,855.62,863.38,850.62
07/06/19,860,853,866.12,848.38
06/06/19,855.5,868.25,871.38,855.12
05/06/19,868.5,869.75,872.38,857.75
04/06/19,869.75,881.75,882.62,868.38
03/06/19,880,892.12,894.5,878.75
31/05/19,877,876.12,886.38,873.88
30/05/19,878.25,889,890.62,876.62
29/05/19,887.25,871.38,889.12,863.88
28/05/19,870,866.62,892.62,863.5
24/05/19,856.25,839.25,858.12,837.62
23/05/19,829.12,821.38,831.38,820.12
22/05/19,820.75,828.38,832.75,817.38
21/05/19,829.5,821.25,834.88,819.5
20/05/19,821.25,839.5,846.38,819.38
17/05/19,831.25,828.88,838.88,824.88
16/05/19,821,840.38,841.88,820.75
15/05/19,840.5,835.25,844.88,834
14/05/19,835.25,832.62,848.12,827.12
13/05/19,829.75,806.88,837.88,805.88
10/05/19,803.5,804,807,791.38
09/05/19,808.38,813,818.62,806.25
08/05/19,811,826.12,826.12,806.88
07/05/19,825.25,830.62,834.88,824.88
06/05/19,831,829.38,836.38,827.12
03/05/19,831,827.88,833.88,817.12
02/05/19,841.12,844.25,848.12,840.75
01/05/19,842.5,852.88,853.5,842.12
30/04/19,851.75,853.62,857.62,844.38
29/04/19,854.5,861.38,864.62,851.38
26/04/19,861.5,868.25,872.88,860.62
25/04/19,853.25,858.75,859.88,852.75
24/04/19,858,854.88,862.62,853.62
23/04/19,855.25,862.75,865.25,854.62
22/04/19,862.25,877.12,878.62,860.88
19/04/19,877.5,881.12,883.12,876.38
18/04/19,880.75,880.75,880.75,880.75
17/04/19,880.88,879.12,881.88,876.62
16/04/19,878.5,887.88,890.38,878.5
15/04/19,887.75,898.38,899.12,886.38
12/04/19,898.5,895.12,901.88,894.88
11/04/19,895.38,895,898.62,894.12
10/04/19,895.75,901.5,903.88,893.38
09/04/19,902.25,898.75,903.88,897.38
08/04/19,898.75,898.5,902,894.88
05/04/19,899,899.12,903.62,897.88
04/04/19,898.62,904.25,904.62,896.38
03/04/19,905.75,898.5,907.12,897
02/04/19,899,899.62,902.88,894.88
01/04/19,899.75,895.75,901.12,892.62
29/03/19,896.5,883.88,898.88,883.88
28/03/19,883.88,888.88,892.5,883.12
27/03/19,889.25,887.88,891.62,886.62
26/03/19,888,900.25,900.62,886.12
25/03/19,900.75,905.75,907.38,899.62
22/03/19,906.5,903.88,908.12,901.62
21/03/19,904.12,909.88,911.88,903.12
20/03/19,910.5,905.62,911.88,903.62
19/03/19,905.25,902.88,906.25,899.38
18/03/19,903.5,905.88,909.38,900.12
15/03/19,905.5,909.88,911.38,901.88
14/03/19,909.38,899.38,910.62,898.12
13/03/19,899,901.12,906.12,895.62
12/03/19,901.5,896.12,903.12,892.38
11/03/19,896.5,890.12,899.88,887.88
08/03/19,890,897.88,898.88,889.62
07/03/19,895.12,901.5,904.62,892.38
06/03/19,901.5,902,907.38,898.38
05/03/19,902,913.75,916.12,901.12
04/03/19,913.75,916.25,918.38,909.12
01/03/19,916.25,914.88,924.38,913.12
28/02/19,910.62,910,917.88,900.62
27/02/19,910,916.5,918.12,909.88
26/02/19,916.5,917.5,923.12,913.62
25/02/19,917.5,924,924,912.38
22/02/19,924,930.88,934.38,923.75
21/02/19,910.25,910.75,914.75,907.62
20/02/19,910.75,902.25,916.12,900
19/02/19,902.75,901.75,904.88,893.12
18/02/19,901.75,907.25,911.12,894.88
17/02/19,907.5,907.75,907.75,907.5
15/02/19,907.75,907.5,907.75,907.5
14/02/19,907.62,905.75,909.38,901.38
13/02/19,905.75,917.5,918.12,903.12
12/02/19,917.38,917.5,919.88,913.88
11/02/19,917.5,905.75,919.62,905.75
10/02/19,905.75,914.25,918.88,903.62
08/02/19,914.25,914.75,914.75,913.25
07/02/19,916.5,913.12,917.62,908.12
06/02/19,913,921.25,921.38,910.62
05/02/19,921.25,919.88,922.38,917.62
04/02/19,920.25,919,920.88,913.62
03/02/19,919,917.5,923.62,915.62
01/02/19,917.5,917.5,917.5,917.5
31/01/19,917.38,915.75,931,915.75
30/01/19,915.75,920,926.62,913.38
29/01/19,920,919.5,923.88,917.38
28/01/19,919.5,923,923,916.88
27/01/19,923,920.25,924.88,915.88
25/01/19,920.5,922.5,923,920.5
24/01/19,923.38,916.25,925.88,913.38
23/01/19,916.25,915.12,919.38,909.62
22/01/19,915,911,918.12,910
21/01/19,910.25,915,919.38,899.88
20/01/19,914,916.25,916.25,914
18/01/19,915,915,915,915
17/01/19,915.12,907.75,920.12,905.88
16/01/19,907,894.75,911.88,894.38
15/01/19,894.5,893.5,899.88,891.12
14/01/19,893.25,903.25,907.88,892.62
11/01/19,903.5,910.25,911,901.62
10/01/19,910.5,907.25,912.25,907
09/01/19,907.25,923.5,924.5,905.75
08/01/19,923.75,918.5,926.38,917.5
07/01/19,918.5,923.25,925.62,914.62
06/01/19,923,921,927.62,921
04/01/19,920.75,921,922.25,919
03/01/19,922.12,910.5,922.38,910.25
02/01/19,910.5,905.25,913.25,904.25
31/12/18,906.75,894,910.5,892.25
28/12/18,894,893.25,901.75,892
27/12/18,882.75,868,886.38,868
26/12/18,870,870.5,875.75,867
24/12/18,870.5,884.38,888.75,869
21/12/18,884.25,881.12,886.5,879.5
20/12/18,883.25,895.5,895.5,883.25
19/12/18,895.5,899.5,905.25,892.75
18/12/18,899,906.88,909.88,899
17/12/18,906.75,905,912.25,902.25
16/12/18,905,899,909.12,899
14/12/18,898.5,898.5,898.5,898.5
13/12/18,900.25,906,910.12,900
12/12/18,907.25,919,919.88,905
11/12/18,918.5,914.75,928,914
10/12/18,914,906,917.12,906
09/12/18,909,914,916.38,908.5
07/12/18,912.25,914.75,915,912.25
06/12/18,916,909.75,917.88,907.5
05/12/18,909.75,911.5,912,897
04/12/18,911.75,910.5,916.75,908.5
03/12/18,910.5,904.75,913,899.5
30/11/18,904.75,919.25,923.25,904.5
29/11/18,893.25,888.75,896.5,886.5
28/11/18,888.75,890.75,894,882.5
27/11/18,890.75,877,894.75,874
26/11/18,877,862.5,880,858.25
23/11/18,862.5,881,883,857.25
22/11/18,880.75,884.5,884.5,880
21/11/18,884.5,884.5,884.5,884.5
20/11/18,884.5,881.25,889,876
19/11/18,881.25,874,885.75,870.75
16/11/18,874,891.5,891.5,871.5
15/11/18,892.5,889,894.75,881.75
14/11/18,889,883,897.25,883
13/11/18,883,878.25,887.25,878.25
12/11/18,878.25,881.5,890.75,877.25
09/11/18,881.5,886,887,879.5
08/11/18,886,879,888.5,874
07/11/18,879,879.5,884,864.5
06/11/18,879.5,884.75,888,876.75
05/11/18,884.75,885.5,889,878.5
04/11/18,885.5,886.75,892.75,881.75
02/11/18,886.75,886.75,886.75,886.75
01/11/18,886.75,880.5,900.75,878.75
31/10/18,880.75,849.75,888.5,845.75
30/10/18,850,846,855,844.75
29/10/18,846.25,851.75,855,846
28/10/18,851.75,859.75,865.5,850.5
26/10/18,859.5,858.5,859.75,858.5
25/10/18,844.75,841,849.25,841
24/10/18,841,850,850.75,840
23/10/18,850.75,855.75,856.75,850
22/10/18,855.75,856.5,862.75,851.25
21/10/18,856.75,856.25,862.75,855.75
19/10/18,856.25,855.75,856.25,855.5
18/10/18,856.25,865.75,866.25,856.25
17/10/18,865.25,882.75,883.75,862.75
16/10/18,882.5,883,889.75,882
15/10/18,882.5,890.75,891,879.25
14/10/18,890.75,867.5,892,863.5
12/10/18,867.5,867,867.5,867
11/10/18,867.5,859.75,868,858.75
10/10/18,859.75,851.25,863.5,847
09/10/18,852,862.5,864.75,847.25
08/10/18,862.5,869.5,872.5,859.5
07/10/18,869.25,872.25,874.75,862.75
05/10/18,872,872.25,872.75,871.75
04/10/18,869.25,859.75,870.25,851.5
03/10/18,859.5,860.5,868.25,858.5
02/10/18,860.5,866.75,870.25,860.5
01/10/18,866.75,855.5,867.25,853
30/09/18,855.5,845.5,864,843
28/09/18,845.5,845,845.5,845
27/09/18,844.25,853.75,859.25,842
26/09/18,854.5,847.75,859,846.5
25/09/18,847.75,846.5,854,846
24/09/18,846.5,841.25,858,837.25
23/09/18,841,843.5,845.25,838.5
21/09/18,843.5,844.5,844.5,843.5
20/09/18,849.75,846.25,849.75,841.25
19/09/18,846.5,830,854.75,825.25
18/09/18,830,814.5,831.75,813.5
17/09/18,814.25,821.5,825.25,812.25
16/09/18,821.25,827.5,829.75,820.75
14/09/18,828.5,827.75,828.5,827.5
13/09/18,830.5,835.25,838,829.5
12/09/18,834,839.25,846.25,832
11/09/18,838.5,831.25,844,821.25
10/09/18,831.5,847,849.5,830.75
09/09/18,846.75,842.5,851.25,840.5
07/09/18,842.5,841.75,842.5,841.25
06/09/18,845,838.25,847,835.25
05/09/18,838.5,838.75,842.75,834.75
04/09/18,838.75,845.25,849.25,837.25
03/09/18,845,846.75,851.25,837
31/08/18,846,845.5,846.5,845.5
30/08/18,845.5,829.5,846.25,829
29/08/18,829.5,836,844.5,829
28/08/18,836.5,833.75,843.75,832
27/08/18,833.75,847.75,850.25,833
24/08/18,847.25,851,853.25,838.25
23/08/18,855,854.5,860.5,853.5
22/08/18,854.5,867.75,873.5,853.75
21/08/18,867.75,885,885.25,867.75
20/08/18,885,888.75,894.5,884.5
17/08/18,888,903,906,888
16/08/18,886.25,886.5,887.5,871
15/08/18,885.5,859,888.25,854.75
14/08/18,859,870.75,872.25,856.5
13/08/18,868.75,855.75,869.25,853.25
10/08/18,854.5,846,859.25,839.75
09/08/18,850,892.75,892.75,849.75
08/08/18,892.75,898.5,903.5,891.5
07/08/18,899.75,893,903,888
06/08/18,892.75,887.75,897.5,885.75
03/08/18,887.75,890.5,892.5,877
02/08/18,892.5,887.75,893,873.25
01/08/18,888.25,887.75,893,876
31/07/18,887.75,901,904.25,887.5
30/07/18,901.75,881,911.5,878.5
27/07/18,881,884.25,886.25,876.25
26/07/18,870.25,859,873.75,859
25/07/18,859.25,873,881,858.25
24/07/18,872.5,859.25,872.5,852
23/07/18,859.25,845.25,862.75,842.5
22/07/18,845.5,853.25,854.5,845.5
20/07/18,850.25,850.25,850.25,850.25
19/07/18,850.25,848,853.25,841.25
18/07/18,848.25,843,848.25,836.75
17/07/18,842.75,840,847.25,835
16/07/18,839.5,835.5,843.5,830.25
13/07/18,834.75,817.75,838,810.75
12/07/18,819,837.5,837.75,811.75
11/07/18,837.75,836.25,841.25,822.25
10/07/18,836.25,849.5,850.5,831.75
09/07/18,848.5,855,865,846.75
06/07/18,855.5,875.5,879.5,850.5
05/07/18,877.5,839.25,880.75,837
03/07/18,839.25,847.75,850.75,837.75
02/07/18,848.25,855.75,857.5,847
29/06/18,855.75,865.25,868,850.5
28/06/18,862.75,868.75,881.75,862.5
27/06/18,869,870.75,875,865.25
26/06/18,872,871.75,883.5,871.25
25/06/18,872,880,886.25,868
22/06/18,879.5,901.25,904.25,876.75
21/06/18,896.5,882.75,897.5,880
20/06/18,881.75,890.5,891.25,878.25
19/06/18,890.75,892.5,895.25,877
18/06/18,892.5,904,905.75,842.5
15/06/18,904.75,905.25,914,897.5
14/06/18,904.25,925.25,929.5,903
13/06/18,925.25,934.25,937.75,924
12/06/18,934.25,956,958.25,934.25
11/06/18,955.25,955.75,963.25,952
08/06/18,956.25,967,972.25,953.25
07/06/18,969.25,975,976.25,962.75
06/06/18,975.25,995.5,998.25,973
05/06/18,995.5,1004.75,1008.25,993.75
04/06/18,1005,1002.25,1006.5,997.25
01/06/18,1002.25,1013,1014.5,1001.25
31/05/18,1024.25,1021.5,1026.5,1015
30/05/18,1021.5,1024.75,1030.5,1014.25
29/05/18,1024,1028.75,1031.75,1015
28/05/18,1029.25,1045.75,1049.5,1028
25/05/18,1045.75,1045.5,1045.75,1045.5
24/05/18,1042,1035.75,1044,1035.5
23/05/18,1035.75,1039.25,1050.75,1035.5
22/05/18,1039.25,1030.75,1039.75,1027.75
21/05/18,1030.25,1022.25,1035.75,1020.25
20/05/18,1022.75,1016.75,1027,1011.75
18/05/18,998,998,998,998
17/05/18,998,997,1007.5,993.25
16/05/18,997.25,1000.75,1007.25,992.5
15/05/18,1000.75,1018,1018.5,998.75
14/05/18,1018,1017.25,1025.25,1005.25
11/05/18,1017.25,1002.75,1025.75,1002
10/05/18,1002,1021.5,1022.25,1002
09/05/18,1021.25,1018,1033.25,1014.25
08/05/18,1018,1022.5,1023.75,1011.25
07/05/18,1022,1013.5,1023.25,1011.25
06/05/18,1013.5,1034.5,1040,1011
04/05/18,1035,1035,1035,1035
03/05/18,1036.5,1049.5,1052.5,1036.25
02/05/18,1049.75,1042,1055.5,1034
01/05/18,1042.5,1054.5,1054.75,1039.75
30/04/18,1054.75,1049,1055.25,1041
27/04/18,1049,1058,1067.5,1047
26/04/18,1045.5,1029.5,1046.75,1019
25/04/18,1028,1028.5,1034.5,1024
24/04/18,1028.25,1023.25,1033.25,1020.5
23/04/18,1022.75,1020.75,1026.25,1016.25
22/04/18,1020.75,1026.75,1033.25,1017.25
20/04/18,1029.5,1029.5,1029.5,1029.5
19/04/18,1029.5,1036.75,1038.5,1027.75
18/04/18,1036.75,1041.5,1044.75,1032.75
17/04/18,1041.75,1046.25,1052.5,1039.25
16/04/18,1046,1043.25,1049,1040.25
13/04/18,1042.75,1054.75,1058.75,1041.5
12/04/18,1052.25,1060.5,1067.25,1051.75
11/04/18,1060.5,1047.75,1061.75,1047.5
10/04/18,1047.75,1051,1058.5,1047.25
09/04/18,1050.5,1046.25,1063,1045
06/04/18,1046.75,1039,1056.75,1038.75
05/04/18,1034.75,1012,1037,1005.25
04/04/18,1008.5,1015.75,1034,1004.75
03/04/18,1015.25,1038.75,1041.5,983.5
02/04/18,1038.75,1035.75,1048.75,1035.75
29/03/18,1036.5,1046,1060.5,1035.25
28/03/18,1044.75,1020.25,1050.5,1012.5
27/03/18,1019.75,1019,1023.25,1015.25
26/03/18,1019,1026.75,1031,1017.25
23/03/18,1027.25,1026.5,1040.25,1025.25
22/03/18,1027.75,1026.75,1034.25,1009.25
21/03/18,1029,1032,1035.5,1022.25
20/03/18,1029.75,1029.5,1037.25,1025
19/03/18,1027.75,1022.75,1029.75,1022.25
16/03/18,1022.75,1045.25,1045.25,1022
15/03/18,1047.75,1042,1050,1040.75
14/03/18,1041,1031,1046,1027.75
13/03/18,1031,1048.75,1054,1031
12/03/18,1048.5,1042,1052,1041.75
09/03/18,1041.5,1036.25,1044.75,1032
08/03/18,1036.75,1062,1065,1036.75
07/03/18,1062,1063.5,1069.25,1056.75
06/03/18,1063.5,1074.75,1077.25,1063
05/03/18,1074.75,1076.75,1077.75,1070.25
02/03/18,1076.75,1073.5,1079.25,1066.5
01/03/18,1070,1067.75,1082.5,1063.75
28/02/18,1067.5,1055,1068.5,1050.75
27/02/18,1055,1049,1059,1046.25
26/02/18,1049,1046.25,1055.75,1043.75
23/02/18,1046.25,1051.25,1059.5,1045.75
22/02/18,1037,1031.5,1039.5,1028.5
21/02/18,1031.5,1034,1037,1027.25
20/02/18,1034,1025.75,1038.25,1019.25
19/02/18,1025.75,1021.25,1039,1021.25
18/02/18,1021.25,1021.25,1021.25,1021.25
16/02/18,1021.25,1021.25,1021.25,1021.25
15/02/18,1021.25,1024,1028.25,1013
14/02/18,1024,1017,1024.5,1015.75
13/02/18,1017,1010.75,1019.5,1006
12/02/18,1010.75,1001.25,1013.5,998.75
09/02/18,1001.25,996,1004.25,989
08/02/18,984,987.5,989.5,979.75
07/02/18,987.5,984,995.75,978
06/02/18,984,987,993.75,982
05/02/18,987,970.25,987.5,967.75
04/02/18,970.25,978.5,978.5,969.5
02/02/18,978.5,978.5,978.5,978.5
01/02/18,978.5,984.75,986.25,977
31/01/18,984.75,996.75,996.75,977.5
30/01/18,996.75,999.5,1002,989.25
29/01/18,999.5,991.25,1004.75,988.5
26/01/18,991.25,991.75,998.75,986.25
25/01/18,986,991.25,995.5,983.75
24/01/18,991.25,990.25,1001.5,987
23/01/18,990.25,985.75,994.75,980.25
22/01/18,985.75,983.25,988.75,979.5
19/01/18,983.25,980.5,987.25,980.25
18/01/18,975.5,972.5,982.75,972
17/01/18,972.5,968.75,974.75,966.5
16/01/18,969.25,966.75,969.25,961.25
12/01/18,966.75,965.5,970,963.25
11/01/18,962.5,949,962.5,944.5
10/01/18,949,954.5,957.5,949
09/01/18,954.5,963.25,963.5,951.75
08/01/18,963.25,967,968.25,961.25
05/01/18,967,970,971.5,960.5
04/01/18,969.75,967.25,976.75,967.25
03/01/18,967.25,969,969,959.25
02/01/18,969,965.5,970,963.5
29/12/17,965.5,967.5,970,958.75
28/12/17,962.5,956.5,963.5,955
27/12/17,956.5,966.25,967.75,955
26/12/17,966.25,969.25,975.5,965.5
22/12/17,969.25,964,973.75,964
21/12/17,950.1,947.88,959.12,946.62
20/12/17,948.38,953.38,956.62,948.12
19/12/17,954.12,955.88,959.88,953.38
18/12/17,955.88,962.12,964.12,955.12
15/12/17,961.62,969.88,970.12,957.38
14/12/17,967.38,967.88,972.12,964.12
13/12/17,967.62,979.88,980.88,966.62
12/12/17,979.62,977.12,981.38,976.12
11/12/17,975.88,982.12,986.12,975.38
08/12/17,982.38,988.88,988.88,981.62
07/12/17,989.38,991.88,996.38,986.12
06/12/17,992.12,1003.88,1006.38,988.38
05/12/17,1003.12,1008.12,1014.12,995.12
04/12/17,1008.38,999.12,1014.88,997.62
01/12/17,998.62,998.38,1008.38,996.88
30/11/17,994.38,986.88,995.88,985.62
29/11/17,985.62,992.62,992.88,985.12
28/11/17,992.62,992.88,996.38,989.38
27/11/17,992.88,995.62,995.88,987.62
24/11/17,996.38,993.88,1001.38,990.62
22/11/17,993.12,994.88,999.62,991.12
21/11/17,997.38,987.88,999.38,987.62
20/11/17,989.38,989.62,991.12,986.38
17/11/17,989.88,989.88,991.88,983.12
16/11/17,990.62,972.62,991.88,971.62
15/11/17,972.12,976.38,978.38,970.38
14/11/17,976.12,969.12,977.88,968.12
13/11/17,967.62,975.12,977.12,967.12
10/11/17,974.38,987.12,990.12,973.88
09/11/17,987.12,985.88,990.75,983.88
08/11/17,984.88,998.12,1007.62,983.62
07/11/17,998.38,996,999.38,994.88
06/11/17,996.12,994.38,998.62,991.38
03/11/17,993.88,987.12,995.62,985.38
02/11/17,987.38,998.62,998.88,985.88
01/11/17,999.12,990.12,1000.38,990.12
31/10/17,991.38,984.75,994.88,983.88
30/10/17,984.62,984.38,988.38,982.12
27/10/17,984.38,986.88,993.25,983.12
26/10/17,974.62,970.62,976.62,969.88
25/10/17,970.62,975.88,978.62,970.62
24/10/17,975.62,975.88,983.12,975.38
23/10/17,975.38,979.88,982.88,972.88
20/10/17,980.62,977.12,982.88,975.12
19/10/17,978.62,985.38,993.88,978.62
18/10/17,986.62,983.38,988.88,983.38
17/10/17,984.12,985.38,988.38,981.88
16/10/17,984.38,989.38,990.38,982.62
13/10/17,990.38,997.88,998.75,990.38
12/10/17,999.38,990.88,1003.12,990.38
11/10/17,992.12,964.88,997.38,961.88
10/10/17,965.38,965.62,967.38,963.38
09/10/17,965.88,966.25,975.62,964.38
06/10/17,966.62,974.38,976.88,965.38
05/10/17,972.38,967.88,972.88,963.62
04/10/17,968.12,958.38,970.88,957.88
03/10/17,958.38,955.62,961.62,952.88
02/10/17,955.12,956.38,961.12,952.62
29/09/17,957.12,967.38,967.88,956.38
28/09/17,966.88,959.12,975.88,955.38
27/09/17,959.62,964.88,965.88,957.62
26/09/17,965.12,963.12,968.38,958.12
25/09/17,963.38,971.62,974.12,962.62
22/09/17,971.38,983.38,985.62,971.12
21/09/17,984.38,969.62,986.88,969.12
20/09/17,970.88,970.12,972.88,963.12
19/09/17,970.12,966.88,973.88,964.88
18/09/17,965.62,968.12,971.62,958.62
15/09/17,967.38,966.62,976.38,966.62
14/09/17,968.88,975.38,977.5,967.38
13/09/17,976.38,960.88,978.12,960.38
12/09/17,960.62,949.62,963.38,946.88
11/09/17,950.62,960.38,965.62,938.62
08/09/17,960.38,964.62,968.62,957
07/09/17,961.88,967.88,976.62,961.88
06/09/17,968.62,971.38,977.25,965.88
05/09/17,970.75,967.62,976.62,964.88
01/09/17,967.88,953.38,973.38,952.62
31/08/17,948.88,947.62,951.62,943.12
30/08/17,946.62,933.12,948.62,932.88
29/08/17,933.62,936.88,940.88,931.62
28/08/17,937.62,940.62,943.62,934.62
25/08/17,941.62,943.88,950.38,938.12
24/08/17,939.12,939.88,941.75,937.12
23/08/17,941.12,934.38,942.5,932.38
22/08/17,935.38,941,943.12,929.12
21/08/17,933.62,931.62,938.38,927.88
18/08/17,932.38,935.12,936.12,930.25
17/08/17,937.38,930.12,938.88,927.88
16/08/17,930.12,925.62,931.88,922.12
15/08/17,921.88,921.38,925.5,917.38
14/08/17,921.88,932.62,934.25,920.38
11/08/17,933.12,929.62,934.38,924.88
10/08/17,938.12,935.12,939.5,930.38
09/08/17,933.62,966.38,980.38,932.12
08/08/17,965.38,966.88,971.12,960.38
07/08/17,966.38,966.38,973.75,963.88
04/08/17,963.62,957.75,966.62,955.88
03/08/17,951.75,953.62,959.5,949.88
02/08/17,953.38,969.12,969.62,948.88
01/08/17,970.38,964.5,973.38,963.12
31/07/17,964.12,988.5,992.62,964.12
28/07/17,998.38,994.88,1001.62,987.38
27/07/17,1000.12,992.88,1007.38,989.62
26/07/17,994.88,991.62,1000.62,987.38
25/07/17,988.88,980.38,991.12,973.38
24/07/17,981.12,1012.88,1022.38,981.12
