31/12/19,Ultimo,Abertura,Maxima,Minima
06/07/11,1341.88,1322.13,1343.75,1321.63
05/07/11,1322.88,1321.38,1326.88,1310.5
04/07/11,1321.5,1319.38,1329.25,1312
01/07/11,1318.63,1314.75,1322.88,1314.75
30/06/11,1315.13,1303.63,1321.13,1299.75
29/06/11,1303.75,1326.63,1335.25,1287.63
28/06/11,1326.88,1332.88,1343.38,1320.5
27/06/11,1331.38,1325.63,1337.38,1321.5
26/06/11,1325.75,1311,1329.13,1303.63
24/06/11,1312,1313.63,1313.88,1309.75
23/06/11,1318.38,1319.38,1328.75,1311.75
22/06/11,1318.88,1329.13,1333.25,1293.38
21/06/11,1329.38,1351.25,1351.75,1320.63
20/06/11,1350.75,1339.5,1354.5,1338.88
19/06/11,1339.63,1333.5,1345.88,1331.88
17/06/11,1334.25,1334.88,1337.88,1332
16/06/11,1331.75,1351.13,1357.13,1330.63
15/06/11,1351.25,1370.88,1371.13,1348.5
14/06/11,1370.75,1368.88,1375.25,1354.63
13/06/11,1368.75,1381.88,1386.88,1353.75
12/06/11,1382,1385.25,1390.38,1378.63
10/06/11,1385.38,1385.5,1387.88,1384.38
09/06/11,1383.13,1397.13,1397.38,1377.63
08/06/11,1396.38,1403.63,1412.63,1386.25
07/06/11,1403,1397.88,1417,1385.13
06/06/11,1396.38,1384.38,1398.5,1382.38
05/06/11,1384.13,1413.5,1418.13,1380.88
03/06/11,1413.63,1415.5,1416.5,1412.63
02/06/11,1413.88,1405.75,1419.38,1404.63
01/06/11,1406,1385.25,1411.38,1385.13
31/05/11,1385.13,1384.13,1389.88,1370.13
30/05/11,1382.38,1378.63,1391.13,1373.75
27/05/11,1379.13,1370.63,1379.13,1366.63
26/05/11,1378.63,1390.75,1394.13,1376.38
25/05/11,1390.63,1380.25,1398.13,1380.13
24/05/11,1379.5,1377,1386.88,1372.63
23/05/11,1376.88,1373.5,1386.75,1366.25
22/05/11,1373.38,1389.63,1392.88,1366.13
20/05/11,1389.63,1386,1389.63,1382.5
19/05/11,1378.88,1378.63,1395.88,1365.25
18/05/11,1377.75,1376,1388.88,1369.38
17/05/11,1375.88,1343.13,1387.5,1342.38
16/05/11,1342.63,1323.13,1344.75,1312.38
15/05/11,1323.25,1335.13,1343.88,1321.13
13/05/11,1335,1329.5,1337.25,1329.38
12/05/11,1331.13,1344.25,1352.88,1321.75
11/05/11,1344.38,1332.13,1357.75,1313.88
10/05/11,1333.38,1342,1343.38,1313.63
09/05/11,1340.75,1333.38,1352.88,1333.13
08/05/11,1333.13,1330.13,1341.75,1328.25
06/05/11,1331.25,1326.88,1331.25,1323.75
05/05/11,1327.75,1323.75,1340.63,1306.75
04/05/11,1323.63,1349.13,1361.25,1310.13
03/05/11,1348.88,1363.38,1367.38,1347.5
02/05/11,1363.13,1392,1393.38,1355.75
01/05/11,1392.25,1388.13,1402.13,1381.63
29/04/11,1388,1391,1393.63,1383.88
28/04/11,1394.88,1348.75,1394.88,1348.75
27/04/11,1348.75,1389.75,1400.38,1338.63
26/04/11,1390.63,1389.63,1396.63,1368.5
25/04/11,1389.13,1396.75,1396.75,1378.13
24/04/11,1396.13,1396.63,1398.5,1380.88
22/04/11,1396.75,1390.25,1397.38,1389.25
21/04/11,1390.13,1390.13,1390.13,1390.13
20/04/11,1389.63,1372.25,1391.88,1363.13
19/04/11,1372.38,1354.75,1384.5,1354.63
18/04/11,1354.25,1357.5,1360.38,1348.13
17/04/11,1357.13,1338.88,1361.5,1332.13
15/04/11,1338,1343.13,1345,1338
14/04/11,1331.88,1334,1338.38,1322.63
13/04/11,1334.25,1333.13,1337.63,1316.88
12/04/11,1332.88,1330.63,1348.63,1329.63
11/04/11,1330.38,1362.88,1370.25,1318.38
10/04/11,1362.75,1405.5,1406.13,1360.13
08/04/11,1405.25,1395.88,1406.38,1395.88
07/04/11,1391.63,1365.38,1393.88,1364.88
06/04/11,1365.13,1377.13,1383.25,1360.63
05/04/11,1377.25,1375.63,1388.13,1372.38
04/04/11,1375.38,1385.5,1389.63,1366.63
03/04/11,1385.38,1399.38,1402.5,1379.63
01/04/11,1399.5,1393.75,1402.63,1391.75
31/03/11,1393.88,1416.5,1416.5,1386.88
30/03/11,1416.63,1374.13,1431.75,1368.63
29/03/11,1374,1363.88,1374,1356.38
28/03/11,1363.63,1343,1368.88,1342.38
27/03/11,1343.38,1359.25,1368.88,1341.25
25/03/11,1359.38,1359.88,1361.5,1357.25
24/03/11,1358.5,1358.75,1367.5,1353.38
23/03/11,1359.25,1350.25,1361.38,1338.38
22/03/11,1348.88,1363.5,1372.13,1348.88
21/03/11,1363.63,1359.13,1368.75,1344.63
20/03/11,1359.75,1371.38,1373.5,1351.63
18/03/11,1371.25,1370,1376.63,1365.25
17/03/11,1362.5,1338.38,1384.5,1322.88
16/03/11,1338.5,1293.38,1346.63,1290.38
15/03/11,1293.63,1282.13,1307.88,1277.25
14/03/11,1280.13,1340.88,1343.38,1269
13/03/11,1340.75,1329.38,1346,1317.88
11/03/11,1329.25,1335.88,1340.13,1326.63
10/03/11,1335.38,1353.38,1359.25,1305.13
09/03/11,1353.38,1350.63,1368.63,1322.13
08/03/11,1349.13,1381.88,1383.38,1347.63
07/03/11,1381.38,1395.5,1395.5,1374.13
04/03/11,1394.38,1412.25,1418.88,1384.63
03/03/11,1414.63,1410.38,1423.63,1396.38
02/03/11,1409,1390.5,1414.25,1384.63
01/03/11,1393.13,1374.13,1398.88,1372.13
28/02/11,1373.38,1368.25,1376.13,1354
25/02/11,1365.88,1378.25,1380.13,1358
24/02/11,1372.38,1328.88,1391.38,1322.5
23/02/11,1328.63,1332.63,1336.5,1310.5
22/02/11,1333.13,1309.88,1333.13,1296.25
18/02/11,1310.88,1390.75,1397.5,1310.5
17/02/11,1376,1417.88,1421.5,1373.38
16/02/11,1416.75,1378.75,1418.75,1378.75
15/02/11,1365.13,1369.25,1375.88,1357.13
14/02/11,1368.63,1403.63,1409.13,1366.13
11/02/11,1404.88,1419.13,1424.63,1400.25
10/02/11,1414.88,1432.38,1442.13,1410.38
09/02/11,1430.38,1451.5,1454.88,1430.38
08/02/11,1451.25,1438.5,1455.75,1435.13
07/02/11,1435.38,1425.88,1435.38,1414.25
04/02/11,1423.63,1437.38,1443.63,1421.38
03/02/11,1433.88,1437.63,1442.63,1422.38
02/02/11,1434.13,1445.13,1452.38,1434.13
01/02/11,1444.88,1439.63,1451.63,1433.63
31/01/11,1440.25,1413.5,1440.25,1408.38
28/01/11,1410.88,1395.75,1413.13,1394.88
27/01/11,1399.88,1401.75,1423.13,1392.75
26/01/11,1399.88,1389.63,1399.88,1378.13
25/01/11,1385.88,1375.63,1390.88,1364.38
24/01/11,1372.88,1404,1407.88,1370.38
23/01/11,1403.13,1411.5,1426.38,1396.88
21/01/11,1412.63,1412.63,1412.63,1412.63
20/01/11,1411.13,1415.88,1426.63,1405.38
19/01/11,1413.13,1413.75,1420.88,1384
18/01/11,1415.13,1417.38,1431.63,1402.38
17/01/11,1415.13,1412.5,1429.88,1408.5
14/01/11,1423,1423,1423,1423
13/01/11,1423.88,1418.75,1423.88,1405.38
12/01/11,1421.13,1418.75,1432.38,1413
11/01/11,1417.13,1359.63,1426.88,1359.13
10/01/11,1358.38,1382.13,1388.13,1355.88
07/01/11,1381.38,1368.63,1394.38,1366.25
06/01/11,1363.88,1376.88,1382.25,1360.38
05/01/11,1376.38,1392.38,1398.63,1376.38
04/01/11,1391.38,1372.63,1394.88,1362.13
03/01/11,1371.63,1378.63,1390.38,1357.75
31/12/10,1380.38,1395.75,1408.63,1380.38
30/12/10,1403.88,1377.38,1403.88,1376.38
29/12/10,1379.88,1375.38,1384.63,1370.13
28/12/10,1376.88,1386.13,1388.88,1374.88
27/12/10,1385.88,1385.13,1396.63,1383.38
24/12/10,1384.5,1353.63,1389.38,1350.25
23/12/10,1361.5,1361.5,1361.5,1361.5
22/12/10,1360.63,1340.63,1365.63,1338.88
21/12/10,1339.13,1336.38,1343.63,1328.75
20/12/10,1337.13,1326.75,1339.25,1323.13
17/12/10,1327.38,1324.5,1329.5,1307.63
16/12/10,1309.13,1300.75,1311.38,1295.25
15/12/10,1301.13,1305.5,1314.75,1296.13
14/12/10,1306.63,1294.13,1314.38,1291.13
13/12/10,1294.5,1299.5,1311.13,1292.63
12/12/10,1300.38,1269.25,1304.63,1259.63
10/12/10,1272.38,1272.38,1272.38,1272.38
09/12/10,1272.63,1283.38,1288.38,1268.63
08/12/10,1280.63,1295.75,1298.88,1278.63
07/12/10,1293.63,1282.88,1296.63,1266.63
06/12/10,1286.25,1288.75,1303.13,1282.38
03/12/10,1286.25,1303.63,1306.63,1280.38
02/12/10,1300.88,1282.75,1301.38,1280.25
01/12/10,1278.63,1281.88,1286.75,1273.88
30/11/10,1281.88,1243.38,1283.88,1240.38
29/11/10,1245.88,1238.75,1247.13,1227.88
26/11/10,1235.88,1239.88,1248.25,1226.63
24/11/10,1239.38,1256.63,1262.13,1235.88
23/11/10,1254.38,1241.38,1258.13,1237.13
22/11/10,1238.13,1225.38,1246,1201.63
19/11/10,1221.13,1196.63,1222.88,1190.63
18/11/10,1201.13,1244.63,1255.88,1200.88
17/11/10,1242.63,1209.88,1245.25,1194.13
16/11/10,1204.75,1221.5,1232.25,1175.38
15/11/10,1220.63,1285.25,1289.63,1216.38
12/11/10,1288.25,1266.75,1307.13,1252.5
11/11/10,1269.13,1342.88,1348,1268.88
10/11/10,1339.63,1320.5,1341.88,1317.88
09/11/10,1319.38,1325.88,1330.38,1314.88
08/11/10,1327.13,1274.88,1340.13,1270.25
05/11/10,1274.25,1284.5,1289.38,1274.25
04/11/10,1282.88,1278.25,1289.75,1271.88
03/11/10,1279.38,1238.88,1281.38,1238.63
02/11/10,1239.13,1234.38,1243.25,1222.38
01/11/10,1234.25,1240.63,1241.88,1230.63
31/10/10,1239.38,1241.75,1246.13,1228.63
29/10/10,1241.63,1240.38,1242.13,1233.63
28/10/10,1232.5,1236.38,1237.75,1225.13
27/10/10,1236.25,1234.13,1248.5,1229.88
26/10/10,1234.25,1238.75,1238.88,1211.13
25/10/10,1238.63,1230.63,1240.5,1220.25
24/10/10,1229.63,1217.63,1234.88,1217.63
22/10/10,1218.75,1214.25,1218.75,1211.13
21/10/10,1210.88,1217.63,1224.13,1210.88
20/10/10,1217.5,1230,1235.13,1213.13
19/10/10,1230.13,1187.88,1230.38,1185.13
18/10/10,1188,1196.25,1205.88,1176.75
17/10/10,1196.13,1193.5,1198.13,1186.13
15/10/10,1194,1193,1197.38,1187
14/10/10,1194.5,1207.75,1214.63,1194.38
13/10/10,1207.63,1180.63,1209.88,1180.38
12/10/10,1180,1176.88,1194,1172.13
11/10/10,1176.75,1164.75,1185.13,1155.63
10/10/10,1165.13,1172.63,1188.63,1151.13
08/10/10,1172.75,1155.25,1184.25,1155.25
07/10/10,1135.5,1063.13,1135.5,1063
06/10/10,1064.38,1062.25,1074.13,1061.88
05/10/10,1062.13,1072.88,1075.13,1061.13
04/10/10,1072.88,1052.25,1077.63,1049.88
03/10/10,1052.13,1050.75,1060.88,1042.13
01/10/10,1051.5,1054.63,1055,1047.13
30/09/10,1055.38,1102.63,1104.88,1055.38
29/09/10,1102.63,1097.38,1109.38,1082.38
28/09/10,1098.63,1107.38,1109.88,1086.13
27/09/10,1107.5,1126,1135.38,1106
26/09/10,1126.13,1142.5,1143.38,1122.13
24/09/10,1142.63,1126.5,1143.38,1126.5
23/09/10,1123.75,1090.63,1127.63,1089.88
22/09/10,1091.13,1089.75,1098.13,1079.88
21/09/10,1090.38,1084.75,1092.63,1081.88
20/09/10,1084.63,1083.63,1093.75,1079.5
19/09/10,1083.75,1081.63,1099.25,1081.63
17/09/10,1081.38,1069.13,1081.88,1068.63
16/09/10,1069.88,1039.75,1071.63,1039.75
15/09/10,1039.88,1044.63,1046.38,1033.13
14/09/10,1044.88,1035.63,1044.88,1035.38
13/09/10,1035,1032.25,1042.13,1025.13
12/09/10,1032.38,1027.63,1040.5,1026.88
10/09/10,1027.75,1032.63,1032.63,1022.88
09/09/10,1032.88,1043.63,1046.88,1031.13
08/09/10,1043,1052.13,1052.63,1034.13
07/09/10,1051.5,1051.38,1056.63,1045.13
06/09/10,1051,1034.63,1053.38,1028.88
05/09/10,1034.38,1035.75,1038.13,1032.63
03/09/10,1035.75,1035.75,1035.75,1035.75
02/09/10,1035.38,1011.5,1040.88,1009.13
01/09/10,1011.63,1004.75,1012.63,1000.88
31/08/10,1004.63,1009.88,1017.13,1004.38
30/08/10,1010.63,1014.63,1026.88,1007.13
29/08/10,1014.13,1030.5,1033.88,1010.88
27/08/10,1030.63,1027.38,1033.88,1027.38
26/08/10,1027.13,1015.25,1029.38,1014.13
25/08/10,1015.38,1002.5,1016.5,1001.38
24/08/10,1002.88,1000.5,1005.63,993.63
23/08/10,1000.88,1004.75,1008,993.88
22/08/10,1004.88,1007.38,1010.63,998.63
20/08/10,1007.88,1003.5,1007.88,1003.5
19/08/10,1004.38,1011.25,1014.88,1000.5
18/08/10,1012.13,1036.88,1039.88,1007
17/08/10,1036.63,1046,1048.88,1026.5
16/08/10,1045.63,1034.38,1047.5,1032.38
15/08/10,1033.5,1041.5,1050.13,1030.25
13/08/10,1041.38,1043.63,1043.63,1040.63
12/08/10,1043.88,1030.13,1043.88,1028.5
11/08/10,1030,1017.63,1036.5,1012.13
10/08/10,1017.88,1023.38,1027.88,1013.13
09/08/10,1023.5,1032.75,1033.25,1019.38
08/08/10,1032.88,1040.63,1049.13,1031.88
06/08/10,1040.5,1039.75,1040.5,1034.13
05/08/10,1040.25,1031.5,1041.13,1025.38
04/08/10,1031.38,1030.63,1053.88,1016.88
03/08/10,1030.75,1021.88,1034.75,1017.5
02/08/10,1021.75,1015.5,1023.38,1006.13
01/08/10,1014.88,1015.5,1036.75,1014.88
30/07/10,1015.88,1013.25,1016.88,1009.25
27/07/10,1013.88,994.88,1013.88,994.25
26/07/10,974.13,974.63,980.63,970.75
25/07/10,974.88,988.63,990.63,970.38
23/07/10,993.25,993.25,993.25,993.25
22/07/10,993.13,989.63,996.5,986.75
21/07/10,989.63,989.25,1002.63,983.75
20/07/10,989.5,988.88,996,983.63
19/07/10,988.25,984,990.63,977.13
18/07/10,983.5,995.13,999.75,980.88
16/07/10,995,999,999,985.13
15/07/10,998.63,1019.13,1022.25,992.5
14/07/10,1017.88,994.38,1021.63,993.88
13/07/10,994.5,997.13,1004.13,993.38
12/07/10,997.25,998.75,1003.13,993
11/07/10,997.75,994.38,1008.38,986.38
09/07/10,995.25,994.75,995.25,987.88
08/07/10,995.88,982.38,997.63,978.38
07/07/10,981.38,969.5,993,962.38
06/07/10,969.75,942.75,971.5,942.63
05/07/10,942.88,942.25,957.88,940.63
04/07/10,941.63,945.63,945.63,938.63
02/07/10,945.63,945.63,945.63,945.63
01/07/10,945.25,935.38,948.38,934.88
30/06/10,935.88,934.75,938.13,926.5
29/06/10,934.38,933.75,950,927.75
28/06/10,933,931.13,942.5,931.13
25/06/10,946.38,941,946.38,937.63
24/06/10,942.5,945.5,946.25,940.88
23/06/10,940,949.75,950.38,940
22/06/10,945.13,952.75,953.88,945.13
21/06/10,957.38,955.63,961.88,955.63
18/06/10,955.63,961.63,964.5,955.63
17/06/10,950.38,947.25,953.63,946.75
16/06/10,945.25,957.75,963.88,945.25
15/06/10,957.38,952.63,961.63,952
14/06/10,952.13,950.5,961.63,947.38
13/06/10,950.63,948.13,958.63,946.38
11/06/10,948.38,945.13,949.38,945.13
10/06/10,945.38,934.63,946.88,930.63
09/06/10,935.13,945.5,951.88,930.63
08/06/10,945.63,928.63,951.5,927
07/06/10,928.5,932.5,937.38,926.38
06/06/10,932.88,932.5,938.88,928.38
04/06/10,931.88,933.38,934.88,931.25
03/06/10,934.88,956.38,956.38,931.63
02/06/10,956.25,935.63,958.38,935.5
01/06/10,935.75,932,936.63,930.88
31/05/10,931.88,940.75,943.63,930.63
28/05/10,940.88,942.63,942.88,939.5
27/05/10,942.63,953.63,953.88,936.63
26/05/10,954.38,943.75,956.13,939.88
25/05/10,943.88,936.25,943.88,933.13
24/05/10,935.63,940.63,940.88,927.63
23/05/10,940.5,942.5,951.88,937.75
21/05/10,942.38,941.5,943.88,941.25
20/05/10,940.88,943.88,950.38,939.25
19/05/10,943.5,944.38,947.63,931.13
18/05/10,944.75,936.75,948.13,935.88
17/05/10,936.63,945.25,949.38,936.63
16/05/10,944.38,954.5,954.63,938.13
14/05/10,954.88,954.38,954.88,952.75
13/05/10,952.63,965.25,965.38,951.38
12/05/10,964.38,964.38,969.38,959.88
11/05/10,964.5,966.38,975.63,959.63
10/05/10,965.13,961.75,968.88,953.75
09/05/10,961.88,961.13,968.88,960.13
07/05/10,959.25,965.38,966,959.25
06/05/10,961.13,952.38,964.38,948.63
05/05/10,952.25,978.5,982.25,948.63
04/05/10,978.63,987.5,992.63,976.25
03/05/10,987.38,985.75,990.38,974.13
30/04/10,985.63,994.13,999.88,984.13
29/04/10,999.75,997.88,1002.13,992.38
28/04/10,998,994.25,1006.13,993.63
27/04/10,994.63,991.13,1001.88,988.13
26/04/10,991.25,1007.5,1011.38,988.63
25/04/10,1007.38,1014.88,1019.88,1006.38
23/04/10,1015.13,1005.13,1015.13,1005.13
22/04/10,1008.75,1013,1017,1006.88
21/04/10,1013,1006,1015.63,1002
20/04/10,1005.88,996.75,1015.38,993.38
19/04/10,996.88,991.75,997.63,988.25
18/04/10,991.63,994.38,994.63,982.13
16/04/10,994.5,991.75,994.75,991.13
15/04/10,981,984.88,989.63,979.13
14/04/10,985.25,969.38,985.25,964.38
13/04/10,967.88,974.38,975.88,964.88
12/04/10,968.38,956,972.13,955
09/04/10,959.88,953.13,965.13,952.88
08/04/10,952.88,954.13,963.75,947.38
07/04/10,946.88,948.13,951.75,945.38
06/04/10,952.38,943.88,956.88,939.63
05/04/10,944.63,936.38,944.63,933.63
01/04/10,934.38,943.88,944.38,932.88
31/03/10,941.63,940.38,945.13,932.63
30/03/10,940.38,973.63,973.63,930.88
29/03/10,974.13,969.13,974.13,960.38
26/03/10,969.13,953.63,977.38,953.63
25/03/10,954.63,942.13,954.63,941.88
24/03/10,942.13,958.63,966.38,942.13
23/03/10,959.38,959.5,962.38,953.38
22/03/10,966.38,970.88,976.38,964.88
19/03/10,968.88,961.25,974.88,956.63
18/03/10,961.25,960.13,961.25,952.38
17/03/10,959.38,950.25,962.38,948.88
16/03/10,958.88,945.63,962.13,942.13
15/03/10,944.63,937.25,947.88,935.63
12/03/10,931.38,924.88,933,922.13
11/03/10,924.63,936.38,937.13,923.13
10/03/10,930.88,951.5,951.5,929.13
09/03/10,959.13,947.63,964.13,941.88
08/03/10,947.13,949.88,949.88,935.38
05/03/10,949.88,943.88,951.38,943.88
04/03/10,942.63,943.63,948.88,938.38
03/03/10,942.38,961.63,962.88,937.63
02/03/10,964.75,963.25,971.38,962.25
01/03/10,964.13,962.38,968.88,957.88
26/02/10,963.75,966.63,967.63,953.88
25/02/10,962.63,946.88,963.88,946.88
24/02/10,947.75,962.38,962.38,942.63
23/02/10,962.38,959.88,969.38,952.13
22/02/10,960.63,968.38,984.88,959.13
19/02/10,968.38,954.5,969.88,953.63
18/02/10,945.38,941.38,948.38,937.13
17/02/10,944.88,956.25,957.88,942.13
16/02/10,952.63,958.88,961.13,948.13
12/02/10,963.88,958.38,965.88,958.13
11/02/10,945.88,931.63,946.38,926.13
10/02/10,943.13,945.63,946.88,936.13
09/02/10,938.13,924.75,939.5,919.75
08/02/10,924.38,929.25,942.5,920.13
05/02/10,929.5,927,939.63,925.88
04/02/10,916.63,914.88,921.13,909.13
03/02/10,906,903.88,911.88,900.25
02/02/10,909.5,924.38,924.38,908.13
01/02/10,926.63,917.88,929.88,916.88
31/01/10,911.13,915.63,924.38,909.63
29/01/10,915.5,915.5,915.5,915.5
28/01/10,915.25,933.13,935.13,913.88
27/01/10,932.38,931.13,935.88,921.13
26/01/10,931.13,948.38,948.38,928.75
25/01/10,948.38,941.25,949.13,932.63
22/01/10,940.88,950.25,953.13,935.63
21/01/10,949.88,953,955.75,947.13
20/01/10,952.88,946.88,959.38,946.88
19/01/10,942.63,964.25,964.25,940.88
18/01/10,963.63,973.38,974.5,962.88
15/01/10,973.38,973.38,973.38,973.38
14/01/10,973.88,981.88,985.88,971.88
13/01/10,981.88,993.13,993.38,975.38
12/01/10,993.13,977.88,993.13,972.25
11/01/10,977.88,1009.63,1009.63,969.38
08/01/10,1009.88,1019.13,1024.63,1005.88
07/01/10,1019.38,1025.75,1025.75,1013.38
06/01/10,1026.13,1057.75,1057.75,1024.63
05/01/10,1058.13,1059.88,1061.63,1051.13
04/01/10,1059.88,1057.88,1064.38,1050.63
01/01/10,1058.13,1048.63,1074.63,1048.63
,1048.63,1048.63,1048.63,1048.63
